model,model_kind,year,scenario_id,scenario_role,cost_bps_assumption,basket_size,selected_tickers_ranked,gross_basket_mean_return_pct,turnover_from_prior_year,cost_drag_pct_points,net_basket_mean_return_pct,chart_stamp
ridge,ml,2023,zero_cost_control,zero-cost arithmetic control,0.0,10,KUYAS|KONTR|MIATK|CANTE|NTGAZ|ISGYO|THYAO|HEKTS|SASA|PRKME,38.1034603121,,0.0,38.1034603121,Hypothetical illustration — not a backtest of a viable strategy; underlying signal IC ≈ 0 and no model survives significance correction.
ridge,ml,2023,illustrative_25bps_assumption,illustrative assumption,25.0,10,KUYAS|KONTR|MIATK|CANTE|NTGAZ|ISGYO|THYAO|HEKTS|SASA|PRKME,38.1034603121,,,,Hypothetical illustration — not a backtest of a viable strategy; underlying signal IC ≈ 0 and no model survives significance correction.
ridge,ml,2023,illustrative_100bps_assumption,illustrative assumption,100.0,10,KUYAS|KONTR|MIATK|CANTE|NTGAZ|ISGYO|THYAO|HEKTS|SASA|PRKME,38.1034603121,,,,Hypothetical illustration — not a backtest of a viable strategy; underlying signal IC ≈ 0 and no model survives significance correction.
ridge,ml,2023,deliberately_adverse_10000bps_control,deliberately adverse arithmetic stress control,10000.0,10,KUYAS|KONTR|MIATK|CANTE|NTGAZ|ISGYO|THYAO|HEKTS|SASA|PRKME,38.1034603121,,,,Hypothetical illustration — not a backtest of a viable strategy; underlying signal IC ≈ 0 and no model survives significance correction.
ridge,ml,2024,zero_cost_control,zero-cost arithmetic control,0.0,10,KONTR|KUYAS|MIATK|TSKB|BTCIM|TURSG|SMRTG|PGSUS|FROTO|CANTE,27.4658873944,0.6,0.0,27.4658873944,Hypothetical illustration — not a backtest of a viable strategy; underlying signal IC ≈ 0 and no model survives significance correction.
ridge,ml,2024,illustrative_25bps_assumption,illustrative assumption,25.0,10,KONTR|KUYAS|MIATK|TSKB|BTCIM|TURSG|SMRTG|PGSUS|FROTO|CANTE,27.4658873944,0.6,0.15,27.3158873944,Hypothetical illustration — not a backtest of a viable strategy; underlying signal IC ≈ 0 and no model survives significance correction.
ridge,ml,2024,illustrative_100bps_assumption,illustrative assumption,100.0,10,KONTR|KUYAS|MIATK|TSKB|BTCIM|TURSG|SMRTG|PGSUS|FROTO|CANTE,27.4658873944,0.6,0.6,26.8658873944,Hypothetical illustration — not a backtest of a viable strategy; underlying signal IC ≈ 0 and no model survives significance correction.
ridge,ml,2024,deliberately_adverse_10000bps_control,deliberately adverse arithmetic stress control,10000.0,10,KONTR|KUYAS|MIATK|TSKB|BTCIM|TURSG|SMRTG|PGSUS|FROTO|CANTE,27.4658873944,0.6,60.0,-32.5341126056,Hypothetical illustration — not a backtest of a viable strategy; underlying signal IC ≈ 0 and no model survives significance correction.
ridge,ml,2025,zero_cost_control,zero-cost arithmetic control,0.0,10,TRMET|CANTE|THYAO|KRDMD|SASA|SISE|TTKOM|AEFES|EKGYO|HALKB,21.8564764362,0.9,0.0,21.8564764362,Hypothetical illustration — not a backtest of a viable strategy; underlying signal IC ≈ 0 and no model survives significance correction.
ridge,ml,2025,illustrative_25bps_assumption,illustrative assumption,25.0,10,TRMET|CANTE|THYAO|KRDMD|SASA|SISE|TTKOM|AEFES|EKGYO|HALKB,21.8564764362,0.9,0.225,21.6314764362,Hypothetical illustration — not a backtest of a viable strategy; underlying signal IC ≈ 0 and no model survives significance correction.
ridge,ml,2025,illustrative_100bps_assumption,illustrative assumption,100.0,10,TRMET|CANTE|THYAO|KRDMD|SASA|SISE|TTKOM|AEFES|EKGYO|HALKB,21.8564764362,0.9,0.9,20.9564764362,Hypothetical illustration — not a backtest of a viable strategy; underlying signal IC ≈ 0 and no model survives significance correction.
ridge,ml,2025,deliberately_adverse_10000bps_control,deliberately adverse arithmetic stress control,10000.0,10,TRMET|CANTE|THYAO|KRDMD|SASA|SISE|TTKOM|AEFES|EKGYO|HALKB,21.8564764362,0.9,90.0,-68.1435235638,Hypothetical illustration — not a backtest of a viable strategy; underlying signal IC ≈ 0 and no model survives significance correction.
robust_rank_aggregation,baseline,2023,zero_cost_control,zero-cost arithmetic control,0.0,10,SISE|PGSUS|ISCTR|THYAO|TOASO|YKBNK|FROTO|KCHOL|TTKOM|ASELS,44.2890640267,,0.0,44.2890640267,Hypothetical illustration — not a backtest of a viable strategy; underlying signal IC ≈ 0 and no model survives significance correction.
robust_rank_aggregation,baseline,2023,illustrative_25bps_assumption,illustrative assumption,25.0,10,SISE|PGSUS|ISCTR|THYAO|TOASO|YKBNK|FROTO|KCHOL|TTKOM|ASELS,44.2890640267,,,,Hypothetical illustration — not a backtest of a viable strategy; underlying signal IC ≈ 0 and no model survives significance correction.
robust_rank_aggregation,baseline,2023,illustrative_100bps_assumption,illustrative assumption,100.0,10,SISE|PGSUS|ISCTR|THYAO|TOASO|YKBNK|FROTO|KCHOL|TTKOM|ASELS,44.2890640267,,,,Hypothetical illustration — not a backtest of a viable strategy; underlying signal IC ≈ 0 and no model survives significance correction.
robust_rank_aggregation,baseline,2023,deliberately_adverse_10000bps_control,deliberately adverse arithmetic stress control,10000.0,10,SISE|PGSUS|ISCTR|THYAO|TOASO|YKBNK|FROTO|KCHOL|TTKOM|ASELS,44.2890640267,,,,Hypothetical illustration — not a backtest of a viable strategy; underlying signal IC ≈ 0 and no model survives significance correction.
robust_rank_aggregation,baseline,2024,zero_cost_control,zero-cost arithmetic control,0.0,10,ISCTR|GARAN|THYAO|KCHOL|AKBNK|DSTKF|AGHOL|YKBNK|PGSUS|ARCLK,53.961736909,0.5,0.0,53.961736909,Hypothetical illustration — not a backtest of a viable strategy; underlying signal IC ≈ 0 and no model survives significance correction.
robust_rank_aggregation,baseline,2024,illustrative_25bps_assumption,illustrative assumption,25.0,10,ISCTR|GARAN|THYAO|KCHOL|AKBNK|DSTKF|AGHOL|YKBNK|PGSUS|ARCLK,53.961736909,0.5,0.125,53.836736909,Hypothetical illustration — not a backtest of a viable strategy; underlying signal IC ≈ 0 and no model survives significance correction.
robust_rank_aggregation,baseline,2024,illustrative_100bps_assumption,illustrative assumption,100.0,10,ISCTR|GARAN|THYAO|KCHOL|AKBNK|DSTKF|AGHOL|YKBNK|PGSUS|ARCLK,53.961736909,0.5,0.5,53.461736909,Hypothetical illustration — not a backtest of a viable strategy; underlying signal IC ≈ 0 and no model survives significance correction.
robust_rank_aggregation,baseline,2024,deliberately_adverse_10000bps_control,deliberately adverse arithmetic stress control,10000.0,10,ISCTR|GARAN|THYAO|KCHOL|AKBNK|DSTKF|AGHOL|YKBNK|PGSUS|ARCLK,53.961736909,0.5,50.0,3.961736909,Hypothetical illustration — not a backtest of a viable strategy; underlying signal IC ≈ 0 and no model survives significance correction.
robust_rank_aggregation,baseline,2025,zero_cost_control,zero-cost arithmetic control,0.0,10,GARAN|AKBNK|TCELL|EREGL|FROTO|TTKOM|THYAO|SISE|ASELS|BIMAS,27.3702344476,0.7,0.0,27.3702344476,Hypothetical illustration — not a backtest of a viable strategy; underlying signal IC ≈ 0 and no model survives significance correction.
robust_rank_aggregation,baseline,2025,illustrative_25bps_assumption,illustrative assumption,25.0,10,GARAN|AKBNK|TCELL|EREGL|FROTO|TTKOM|THYAO|SISE|ASELS|BIMAS,27.3702344476,0.7,0.175,27.1952344476,Hypothetical illustration — not a backtest of a viable strategy; underlying signal IC ≈ 0 and no model survives significance correction.
robust_rank_aggregation,baseline,2025,illustrative_100bps_assumption,illustrative assumption,100.0,10,GARAN|AKBNK|TCELL|EREGL|FROTO|TTKOM|THYAO|SISE|ASELS|BIMAS,27.3702344476,0.7,0.7,26.6702344476,Hypothetical illustration — not a backtest of a viable strategy; underlying signal IC ≈ 0 and no model survives significance correction.
robust_rank_aggregation,baseline,2025,deliberately_adverse_10000bps_control,deliberately adverse arithmetic stress control,10000.0,10,GARAN|AKBNK|TCELL|EREGL|FROTO|TTKOM|THYAO|SISE|ASELS|BIMAS,27.3702344476,0.7,70.0,-42.6297655524,Hypothetical illustration — not a backtest of a viable strategy; underlying signal IC ≈ 0 and no model survives significance correction.
